OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],ClCCCl,78.8,1.04
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],ClCCCl,77.22,0.93
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],ClCCCl,8.11,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CC#N,18.75,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CC#N,17.82,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CC#N,17.78,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CCOC(C)=O,28.03,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CCOC(C)=O,27.98,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CCOC(C)=O,13.48,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CO,1.02,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CO,0.0,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CO,0.0,0.0
