2-bromo-4-formylbenzonitrile,1.0,1.0,DMA,50.0,11
2-bromo-4-formylbenzonitrile,1.0,3.0,DMA,100.0,7
2-bromo-4-formylbenzonitrile,5.0,3.0,NMP,100.0,100
2-bromo-4-formylbenzonitrile,3.0,5.0,NMP,100.0,14
2-bromo-4-formylbenzonitrile,3.0,5.0,NMP,50.0,13
2-bromo-4-formylbenzonitrile,1.0,2.0,DMA,50.0,15
2-bromo-4-formylbenzonitrile,3.0,1.0,NMP,50.0,96
2-bromo-4-formylbenzonitrile,1.0,3.0,NMP,50.0,7
2-bromo-4-formylbenzonitrile,1.0,1.0,NMP,100.0,77
2-bromo-4-formylbenzonitrile,3.0,3.0,DMA,50.0,67
2-bromo-4-formylbenzonitrile,3.0,2.0,DMA,100.0,90
2-bromo-4-formylbenzonitrile,3.0,2.0,NMP,100.0,100
2-bromo-4-formylbenzonitrile,5.0,5.0,NMP,50.0,33
2-bromo-4-formylbenzonitrile,5.0,2.0,NMP,100.0,100
2-bromo-4-formylbenzonitrile,3.0,3.0,DMA,100.0,45
2-bromo-4-formylbenzonitrile,5.0,2.0,DMA,50.0,100
2-bromo-4-formylbenzonitrile,3.0,1.0,NMP,100.0,98
2-bromo-4-formylbenzonitrile,3.0,1.0,DMA,100.0,89
2-bromo-4-formylbenzonitrile,5.0,1.0,DMA,50.0,100
2-bromo-4-formylbenzonitrile,5.0,5.0,NMP,100.0,40
2-bromo-4-formylbenzonitrile,1.0,5.0,DMA,100.0,11
2-bromo-4-formylbenzonitrile,5.0,5.0,DMA,100.0,26
2-bromo-4-formylbenzonitrile,1.0,1.0,NMP,50.0,70
2-bromo-4-formylbenzonitrile,5.0,3.0,DMA,100.0,100
2-bromo-4-formylbenzonitrile,1.0,2.0,NMP,100.0,25
2-bromo-4-formylbenzonitrile,1.0,2.0,DMA,100.0,46
2-bromo-4-formylbenzonitrile,1.0,1.0,DMA,100.0,89
2-bromo-4-formylbenzonitrile,5.0,1.0,DMA,100.0,100
2-bromo-4-formylbenzonitrile,3.0,2.0,NMP,50.0,84
2-bromo-4-formylbenzonitrile,1.0,2.0,NMP,50.0,11
2-bromo-4-formylbenzonitrile,5.0,3.0,DMA,50.0,96
2-bromo-4-formylbenzonitrile,1.0,3.0,NMP,100.0,13
2-bromo-4-formylbenzonitrile,3.0,5.0,DMA,100.0,16
2-bromo-4-formylbenzonitrile,1.0,3.0,DMA,50.0,3
2-bromo-4-formylbenzonitrile,5.0,2.0,NMP,50.0,100
2-bromo-4-formylbenzonitrile,5.0,2.0,DMA,100.0,98
2-bromo-4-formylbenzonitrile,3.0,3.0,NMP,50.0,58
2-bromo-4-formylbenzonitrile,5.0,5.0,DMA,50.0,26
2-bromo-4-formylbenzonitrile,3.0,5.0,DMA,50.0,9
2-bromo-4-formylbenzonitrile,3.0,2.0,DMA,50.0,98
2-bromo-4-formylbenzonitrile,1.0,5.0,DMA,50.0,4
2-bromo-4-formylbenzonitrile,3.0,3.0,NMP,100.0,89
2-bromo-4-formylbenzonitrile,1.0,5.0,NMP,50.0,7
2-bromo-4-formylbenzonitrile,5.0,3.0,NMP,50.0,92
2-bromo-4-formylbenzonitrile,5.0,1.0,NMP,100.0,100
2-bromo-4-formylbenzonitrile,5.0,1.0,NMP,50.0,100
2-bromo-4-formylbenzonitrile,1.0,5.0,NMP,100.0,5
2-bromo-4-formylbenzonitrile,3.0,1.0,DMA,50.0,88
N-(4-formylphenyl)acetamide,1.0,1.0,DMA,50.0,9
N-(4-formylphenyl)acetamide,1.0,3.0,DMA,100.0,72
N-(4-formylphenyl)acetamide,5.0,3.0,NMP,100.0,92
N-(4-formylphenyl)acetamide,3.0,5.0,NMP,100.0,98
N-(4-formylphenyl)acetamide,3.0,5.0,NMP,50.0,97
N-(4-formylphenyl)acetamide,1.0,2.0,DMA,50.0,74
N-(4-formylphenyl)acetamide,3.0,1.0,NMP,50.0,59
N-(4-formylphenyl)acetamide,1.0,3.0,NMP,50.0,82
N-(4-formylphenyl)acetamide,1.0,1.0,NMP,100.0,80
N-(4-formylphenyl)acetamide,3.0,3.0,DMA,50.0,97
N-(4-formylphenyl)acetamide,3.0,2.0,DMA,100.0,91
N-(4-formylphenyl)acetamide,3.0,2.0,NMP,100.0,96
N-(4-formylphenyl)acetamide,5.0,5.0,NMP,50.0,97
N-(4-formylphenyl)acetamide,5.0,2.0,NMP,100.0,88
N-(4-formylphenyl)acetamide,3.0,3.0,DMA,100.0,82
N-(4-formylphenyl)acetamide,5.0,2.0,DMA,50.0,94
N-(4-formylphenyl)acetamide,3.0,1.0,NMP,100.0,80
N-(4-formylphenyl)acetamide,3.0,1.0,DMA,100.0,87
N-(4-formylphenyl)acetamide,5.0,1.0,DMA,50.0,82
N-(4-formylphenyl)acetamide,5.0,5.0,NMP,100.0,99
N-(4-formylphenyl)acetamide,1.0,5.0,DMA,100.0,90
N-(4-formylphenyl)acetamide,5.0,5.0,DMA,100.0,85
N-(4-formylphenyl)acetamide,1.0,1.0,NMP,50.0,40
N-(4-formylphenyl)acetamide,5.0,3.0,DMA,100.0,86
N-(4-formylphenyl)acetamide,1.0,2.0,NMP,100.0,93
N-(4-formylphenyl)acetamide,1.0,2.0,DMA,100.0,78
N-(4-formylphenyl)acetamide,1.0,1.0,DMA,100.0,90
N-(4-formylphenyl)acetamide,5.0,1.0,DMA,100.0,90
N-(4-formylphenyl)acetamide,3.0,2.0,NMP,50.0,87
N-(4-formylphenyl)acetamide,1.0,2.0,NMP,50.0,74
N-(4-formylphenyl)acetamide,5.0,3.0,DMA,50.0,95
N-(4-formylphenyl)acetamide,1.0,3.0,NMP,100.0,80
N-(4-formylphenyl)acetamide,3.0,5.0,DMA,100.0,95
N-(4-formylphenyl)acetamide,1.0,3.0,DMA,50.0,75
N-(4-formylphenyl)acetamide,5.0,2.0,NMP,50.0,85
N-(4-formylphenyl)acetamide,5.0,2.0,DMA,100.0,80
N-(4-formylphenyl)acetamide,3.0,3.0,NMP,50.0,97
N-(4-formylphenyl)acetamide,5.0,5.0,DMA,50.0,95
N-(4-formylphenyl)acetamide,3.0,5.0,DMA,50.0,97
N-(4-formylphenyl)acetamide,3.0,2.0,DMA,50.0,88
N-(4-formylphenyl)acetamide,1.0,5.0,DMA,50.0,52
N-(4-formylphenyl)acetamide,3.0,3.0,NMP,100.0,96
N-(4-formylphenyl)acetamide,1.0,5.0,NMP,50.0,58
N-(4-formylphenyl)acetamide,5.0,3.0,NMP,50.0,96
N-(4-formylphenyl)acetamide,5.0,1.0,NMP,100.0,80
N-(4-formylphenyl)acetamide,5.0,1.0,NMP,50.0,65
N-(4-formylphenyl)acetamide,1.0,5.0,NMP,100.0,73
N-(4-formylphenyl)acetamide,3.0,1.0,DMA,50.0,74
"3,4-dimethylbenzaldehyde",1.0,1.0,DMA,50.0,2
"3,4-dimethylbenzaldehyde",1.0,3.0,DMA,100.0,52
"3,4-dimethylbenzaldehyde",5.0,3.0,NMP,100.0,77
"3,4-dimethylbenzaldehyde",3.0,5.0,NMP,100.0,74
"3,4-dimethylbenzaldehyde",3.0,5.0,NMP,50.0,100
"3,4-dimethylbenzaldehyde",1.0,2.0,DMA,50.0,13
"3,4-dimethylbenzaldehyde",3.0,1.0,NMP,50.0,32
"3,4-dimethylbenzaldehyde",1.0,3.0,NMP,50.0,64
"3,4-dimethylbenzaldehyde",1.0,1.0,NMP,100.0,39
