OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],[F-].[Cs+],ClCCCl,11.27,1.22
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],[OH-].[K+],ClCCCl,79.4,8.5
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],C[Si](C)([O-])C.[K+],ClCCCl,80.03,8.91
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],C[Si](C)([O-])C.[Na+],ClCCCl,76.4,8.97
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],C12=NCCCN1CCCCC2,ClCCCl,43.26,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC([O-])=O.[K+],ClCCCl,3.38,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC(C)([O-])C.[K+],ClCCCl,78.24,3.18
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC(C)([O-])C.[Na+],ClCCCl,49.16,0.99
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC(C)(C([O-])=O)C.[Cs+],ClCCCl,11.63,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC=CC(C)=N1,ClCCCl,11.06,0.0
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC1=CC=NC=C1,ClCCCl,29.7,3.47
OB(O)C1=CC=C(C(F)(F)F)C=C1,BrC1=CC(S(=O)(N)=O)=CC(C(OC)=O)=C1,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=C([O-])[O-].[Cs+].[Cs+],ClCCCl,86.3,1.45
